m (mol/kg),gamma,Osmotic NH42HPO4,a_water,Beta(0) ,Beta(1),Beta(2),C(MX)
,,,,,,,
Cd p toluenesulfonate,Y,Unnamed: 2,a_w,,,,
0.001,0.8884,0.9622,0.999948,,,,
0.002,0.8506,0.9492,0.999897,,,,
0.003,0.8242,0.9401,0.999848,,,,
0.004,0.8034,0.9329,0.999798,,,,
0.005,0.7863,0.9269,0.999750,,,,
0.006,0.7715,0.9218,0.999701,,,,
0.007,0.7586,0.9173,0.999653,,,,
0.008,0.7471,0.9133,0.999605,,,,
0.009,0.7367,0.9097,0.999558,,,,
0.010,0.7272,0.9064,0.999510,,,,
0.020,0.6609,0.8835,0.999045,,,,
0.030,0.6199,0.8696,0.998591,,,,
0.040,0.5903,0.8596,0.998143,,,,
0.050,0.5673,0.8520,0.997700,,,,
0.060,0.5485,0.8458,0.997261,,,,
0.070,0.5326,0.8406,0.996825,,,,
0.080,0.5189,0.8361,0.996391,,,,
0.090,0.5068,0.8322,0.995960,,,,
0.100,0.4961,0.8287,0.995531,,,,
0.200,0.4268,0.8049,0.991337,,,,
0.300,0.3867,0.7887,0.987293,,,,
0.400,0.3582,0.7748,0.983390,,,,
0.500,0.3357,0.7617,0.979628,,,,
0.600,0.3170,0.7489,0.976009,,,,
,,,,,,,
FeCl2,Unnamed: 1,Unnamed: 2,Unnamed: 3,,,,
0.001,0.8879,0.9619,0.999948,0.3516,1.432,0,-0.0156
0.002,0.8496,0.9487,0.999897,0.3516,1.432,0,-0.0156
0.003,0.8230,0.9394,0.999848,0.3516,1.432,0,-0.0156
0.004,0.8020,0.9321,0.999799,0.3516,1.432,0,-0.0156
0.005,0.7847,0.9261,0.999750,0.3516,1.432,0,-0.0156
0.006,0.7698,0.9209,0.999701,0.3516,1.432,0,-0.0156
0.007,0.7568,0.9164,0.999653,0.3516,1.432,0,-0.0156
0.008,0.7452,0.9124,0.999606,0.3516,1.432,0,-0.0156
0.009,0.7348,0.9088,0.999558,0.3516,1.432,0,-0.0156
0.010,0.7252,0.9055,0.999511,0.3516,1.432,0,-0.0156
0.020,0.6594,0.8835,0.999046,0.3516,1.432,0,-0.0156
0.030,0.6196,0.8710,0.998589,0.3516,1.432,0,-0.0156
0.040,0.5915,0.8630,0.998130,0.3516,1.432,0,-0.0156
0.050,0.5702,0.8575,0.997685,0.3516,1.432,0,-0.0156
0.060,0.5533,0.8537,0.997235,0.3516,1.432,0,-0.0156
0.070,0.5394,0.8510,0.996785,0.3516,1.432,0,-0.0156
0.080,0.5278,0.8493,0.996335,0.3516,1.432,0,-0.0156
0.090,0.5179,0.8481,0.995883,0.3516,1.432,0,-0.0156
0.100,0.5093,0.8475,0.995430,0.3516,1.432,0,-0.0156
0.200,0.4625,0.8555,0.990796,0.3516,1.432,0,-0.0156
0.300,0.4459,0.8740,0.985928,0.3516,1.432,0,-0.0156
0.400,0.4411,0.8964,0.980807,0.3516,1.432,0,-0.0156
0.500,0.4427,0.9208,0.975425,0.3516,1.432,0,-0.0156
0.600,0.4487,0.9463,0.969778,0.3516,1.432,0,-0.0156
0.700,0.4579,0.9728,0.963865,0.3516,1.432,0,-0.0156
0.800,0.4696,1.0000,0.957683,0.3516,1.432,0,-0.0156
0.900,0.4837,1.0279,0.951231,0.3516,1.432,0,-0.0156
1.000,0.4998,1.0564,0.944507,0.3516,1.432,0,-0.0156
1.250,0.5491,1.1300,0.926501,0.3516,1.432,0,-0.0156
1.500,0.6114,1.2070,0.906783,0.3516,1.432,0,-0.0156
1.750,0.6882,1.2874,0.885357,0.3516,1.432,0,-0.0156
2.000,0.7818,1.3712,0.862246,0.3516,1.432,0,-0.0156
2.050,0.8029,1.3883,0.857425,0.3516,1.432,0,-0.0156
,,,,,,,
NiCl2,人,Unnamed: 2,a w,,,,
0.001,0.8890,0.9626,0.999948,0.3692,1.441,0,-0.01109
0.002,0.8517,0.9498,0.999897,0.3692,1.441,0,-0.01109
0.003,0.8257,0.9410,0.999847,0.3692,1.441,0,-0.01109
0.004,0.8055,0.9341,0.999798,0.3692,1.441,0,-0.01109
0.005,0.7887,0.9285,0.999749,0.3692,1.441,0,-0.01109
0.006,0.7744,0.9236,0.999701,0.3692,1.441,0,-0.01109
0.007,0.7619,0.9194,0.999652,0.3692,1.441,0,-0.01109
0.008,0.7508,0.9157,0.999604,0.3692,1.441,0,-0.01109
0.009,0.7408,0.9124,0.999556,0.3692,1.441,0,-0.01109
0.010,0.7317,0.9094,0.999509,0.3692,1.441,0,-0.01109
0.020,0.6689,0.8895,0.999039,0.3692,1.441,0,-0.01109
0.030,0.6312,0.8785,0.998577,0.3692,1.441,0,-0.01109
0.040,0.6047,0.8715,0.998118,0.3692,1.441,0,-0.01109
0.050,0.5845,0.8668,0.997660,0.3692,1.441,0,-0.01109
0.060,0.5684,0.8630,0.997204,0.3692,1.441,0,-0.01109
0.070,0.5553,0.8613,0.996747,0.3692,1.441,0,-0.01109
0.080,0.5442,0.8599,0.995629,0.3692,1.441,0,-0.01109
0.090,0.5348,0.8589,0.995831,0.3692,1.441,0,-0.01109
0.100,0.5260,0.8585,0.995371,0.3692,1.441,0,-0.01109
0.200,0.4818,0.8662,0.990681,0.3692,1.441,0,-0.01109
0.300,0.4659,0.8837,0.985774,0.3692,1.441,0,-0.01109
0.400,0.4619,0.9056,0.980613,0.3692,1.441,0,-0.01109
0.500,0.4647,0.9303,0.975175,0.3692,1.441,0,-0.01109
0.600,0.4725,0.9571,0.969439,0.3692,1.441,0,-0.01109
0.700,0.4841,0.9856,0.963391,0.3692,1.441,0,-0.01109
0.800,0.4900,1.0161,0.957019,0.3692,1.441,0,-0.01109
0.900,0.5169,1.0477,0.950315,0.3692,1.441,0,-0.01109
1.000,0.5378,1.0805,0.943273,0.3692,1.441,0,-0.01109
1.250,0.6024,1.1670,0.924190,0.3692,1.441,0,-0.01109
1.500,0.6857,1.2580,0.903044,0.3692,1.441,0,-0.01109
1.750,0.7892,1.3517,0.875987,0.3692,1.441,0,-0.01109
2.000,0.9150,1.4466,0.855247,0.3692,1.441,0,-0.01109
2.250,1.0658,1.5411,0.829113,0.3692,1.441,0,-0.01109
2.500,1.2440,1.6338,0.801912,0.3692,1.441,0,-0.01109
2.750,1.4520,1.7238,0.773986,0.3692,1.441,0,-0.01109
3.000,1.6919,1.8100,0.745677,0.3692,1.441,0,-0.01109
3.250,1.9650,1.8915,0.717309,0.3692,1.441,0,-0.01109
3.500,2.2723,1.9679,0.689178,0.3692,1.441,0,-0.01109
3.750,2.6137,2.0387,0.681540,0.3692,1.441,0,-0.01109
4.000,2.9885,2.1035,0.634606,0.3692,1.441,0,-0.01109
4.250,3.3950,2.1624,0.608540,0.3692,1.441,0,-0.01109
4.500,3.8315,2.2154,0.583453,0.3692,1.441,0,-0.01109
4.750,4.2955,2.2627,0.559410,0.3692,1.441,0,-0.01109
5.000,4.7854,2.3046,0.536423,0.3692,1.441,0,-0.01109
5.060,4.9067,2.3142,0.531061,0.3692,1.441,0,-0.01109
5.250,5.3001,2.3424,0.514463,0.3692,1.441,0,-0.01109
5.500,5.8401,2.3762,0.493453,0.3692,1.441,0,-0.01109
5.714,6.3247,2.4028,0.476139,0.3692,1.441,0,-0.01109
,,,,,,,
NiClO4,Unnamed: 1,-,a,,,,
0.001,0.8911,0.9637,0.999948,,,,
0.002,0.8555,0.9520,0.999897,,,,
0.003,0.8310,0.9440,0.999847,,,,
0.004,0.8121,0.9380,0.999797,,,,
0.005,0.7966,0.9331,0.999748,,,,
0.006,0.7835,0.9290,0.999655,,,,
0.007,0.7721,0.9256,0.999650,,,,
0.008,0.7620,0.9225,0.999601,,,,
0.009,0.7529,0.9199,0.999553,,,,
0.010,0.7447,0.9175,0.999504,,,,
0.020,0.6898,0.9032,0.999024,,,,
0.030,0.6581,0.8968,0.998547,,,,
0.040,0.6367,0.8939,0.998069,,,,
0.050,0.6211,0.8929,0.997590,,,,
0.060,0.6092,0.8931,0.997108,,,,
0.075,0.5999,0.8941,0.996623,,,,
0.080,0.5925,0.8957,0.996135,,,,
0.090,0.5866,0.8978,0.995643,,,,
0.100,0.5817,0.9002,0.995147,,,,
0.200,0.5666,0.9335,0.989960,,,,
0.300,0.6789,0.9743,0.984327,,,,
0.400,0.6042,1.0186,0.978220,,,,
0.500,0.6391,1.0656,0.971615,,,,
0.600,0.6825,1.1149,0.964492,,,,
0.700,0.7342,1.1664,0.956833,,,,
0.800,0.7947,1.2199,0.948621,,,,
0.900,0.8649,1.2754,0.939846,,,,
1.000,0.9458,1.3329,0.930497,,,,
1.250,1.2045,1.4843,0.904585,,,,
1.500,1.5689,1.6462,0.875064,,,,
1.750,2.0833,1.8174,0.842070,,,,
2.000,2.8125,1.9968,0.805868,,,,
2.250,3.8519,2.1832,0.766838,,,,
2.500,5.3407,2.3754,0.725459,,,,
2.750,7.4822,2.5723,0.682284,,,,
3.000,10.5726,2.7726,0.637915,,,,
3.250,15.0408,2.9753,0.592974,,,,
3.500,21.5051,3.1789,0.548079,,,,
3.501,21.5454,3.1800,0.547847,,,,
,,,,,,,
NiBr2,Y,Ø,a W,,,,
0.001,0.8895,-0.9628,0.999948,,,,
0.002,0.8526,0.9504,0.999897,,,,
0.003,0.8271,0.9418,0.999847,,,,
0.004,0.8072,0.9352,0.999798,,,,
0.005,0.7909,0.9298,0.999749,,,,
0.006,0.7769,0.9252,0.999700,,,,
0.007,0.7647,0.9212,0.999652,,,,
0.008,0.7539,0.9177,0.999603,,,,
0.009,0.7442,0.9146,0.999555,,,,
0.010,0.7354,0.9118,0.999507,,,,
0.020,0.6752,0.8938,0.999034,,,,
0.030,0.6396,0.8846,0.998567,,,,
0.040,0.6149,0.8793,0.998101,,,,
0.050,0.5965,0.8762,0.997635,,,,
0.060,0.5821,0.8745,0.997168,,,,
0.070,0.5705,0.8738,0.996700,,,,
0.080,0.5610,0.8738,0.996229,,,,
0.090,0.5530,0.8743,0.995756,,,,
0.100,0.5463,0.8752,0.995281,,,,
0.200,0.5144,0.8961,0.990360,,,,
0.300,0.5108,0.9257,0.985102,,,,
0.400,0.5192,0.9590,0.979481,,,,
0.500,0.5352,0.9946,0.973480,,,,
0.600,0.5569,1.0321,0.967086,,,,
0.700,0.5836,1.0711,0.960289,,,,
0.800,0.6151,1.1115,0.953080,,,,
0.900,0.6513,1.1532,0.945453,,,,
1.000,0.6924,1.1961,0.937403,,,,
1.250,0.8188,1.3080,0.915423,,,,
1.500,0.9846,1.4259,0.890834,,,,
1.750,1.1994,1.5485,0.863761,,,,
2.000,1.4763,1.6747,0.834414,,,,
2.250,1.8315,1.8034,0.803078,,,,
2.500,2.2854,1.9335,0.770095,,,,
2.750,2.8628,2.0637,0.735858,,,,
3.000,3.5936,2.1929,0.700783,,,,
3.250,4.5121,2.3200,0.665305,,,,
3.500,5.6571,2.4438,0.629854,,,,
3.750,7.0702,2.5630,0.594842,,,,
4.000,8.7935,2.6766,0.560656,,,,
4.250,10.8661,2.7834,0.527645,,,,
4.500,13.3180,2.8821,0.496116,,,,
4.693,15.4806,2.9520,0.472957,,,,
,,,,,,,
CoCl2,Y,Ø,a,,,,
0.001,0.8891,0.9626,0.999948,0.3765,1.416,0,-0.01886
0.002,0.8519,0.9498,0.999897,0.3765,1.416,0,-0.01886
0.003,0.8260,0.9412,0.999847,0.3765,1.416,0,-0.01886
0.004,0.8059,0.9343,0.999798,0.3765,1.416,0,-0.01886
0.005,0.7892,0.9287,0.999749,0.3765,1.416,0,-0.01886
0.006,0.7750,0.9239,0.999700,0.3765,1.416,0,-0.01886
0.007,0.7625,0.9198,0.999652,0.3765,1.416,0,-0.01886
0.008,0.7514,0.9161,0.999604,0.3765,1.416,0,-0.01886
0.009,0.7415,0.9128,0.999556,0.3765,1.416,0,-0.01886
0.010,0.7324,0.9098,0.999508,0.3765,1.416,0,-0.01886
0.020,0.6700,0.8901,0.999038,0.3765,1.416,0,-0.01886
0.030,0.6325,0.8793,0.998575,0.3765,1.416,0,-0.01886
0.040,0.6061,0.8724,0.998116,0.3765,1.416,0,-0.01886
0.050,0.5860,0.8677,0.997658,0.3765,1.416,0,-0.01886
0.060,0.5700,0.8645,0.997200,0.3765,1.416,0,-0.01886
0.075,0.5569,0.8623,0.996743,0.3765,1.416,0,-0.01886
0.080,0.5459,0.8608,0.996285,0.3765,1.416,0,-0.01886
0.090,0.5365,0.8599,0.995826,0.3765,1.416,0,-0.01886
0.100,0.5284,0.8594,0.995366,0.3765,1.416,0,-0.01886
0.200,0.4834,0.8966,0.990676,0.3765,1.416,0,-0.01886
0.300,0.4671,0.8834,0.985778,0.3765,1.416,0,-0.01886
0.400,0.4626,0.9044,0.980638,0.3765,1.416,0,-0.01886
0.500,0.4648,0.9281,0.975232,0.3765,1.416,0,-0.01886
0.600,0.4718,0.9538,0.969544,0.3765,1.416,0,-0.01886
0.700,0.4824,0.9812,0.963560,0.3765,1.416,0,-0.01886
0.800,0.4962,1.0100,0.957270,0.3765,1.416,0,-0.01886
0.900,0.5128,1.0400,0.950671,0.3765,1.416,0,-0.01886
1.000,0.5320,1.0710,0.943759,0.3765,1.416,0,-0.01886
1.250,0.5912,1.1519,0.925128,0.3765,1.416,0,-0.01886
1.500,0.6659,1.2359,0.904662,0.3765,1.416,0,-0.01886
1.750,0.7566,1.3209,0.882560,0.3765,1.416,0,-0.01886
2.000,0.8639,1.4051,0.859093,0.3765,1.416,0,-0.01886
2.250,0.9882,1.4670,0.834581,0.3765,1.416,0,-0.01886
2.500,1.1205,1.5653,0.809368,0.3765,1.416,0,-0.01886
2.750,1.2877,1.6390,0.783799,0.3765,1.416,0,-0.01886
3.000,1.4817,1.7072,0.758203,0.3765,1.416,0,-0.01886
3.250,1.6501,1.7693,0.732874,0.3765,1.416,0,-0.01886
3.500,1.8508,1.8250,0.708064,0.3765,1.416,0,-0.01886
3.750,2.0614,1.8741,0.683973,0.3765,1.416,0,-0.01886
4.000,2.2794,1.9168,0.660743,0.3765,1.416,0,-0.01886
4.118,2.3840,1.9348,0.650111,0.3765,1.416,0,-0.01886
,,,,,,,
CoBr2,Y,Unnamed: 2,a,,,,
0.001,0.8904,0.9633,0.999948,0.4667,1.424,0,-0.01411
0.002,0.8541,0.9512,0.999897,0.4667,1.424,0,-0.01411
0.003,0.8291,0.9429,0.999847,0.4667,1.424,0,-0.01411
0.004,0.8097,0.9365,0.999796,0.4667,1.424,0,-0.01411
0.005,0.7937,0.9314,0.999748,0.4667,1.424,0,-0.01411
0.006,0.7801,0.9270,0.999699,0.4667,1.424,0,-0.01411
0.007,0.7683,0.9232,0.999651,0.4667,1.424,0,-0.01411
0.008,0.7578,0.9199,0.999602,0.4667,1.424,0,-0.01411
0.009,0.7483,0.9170,0.999554,0.4667,1.424,0,-0.01411
0.010,0.7398,0.9144,0.999506,0.4667,1.424,0,-0.01411
0.020,0.6815,0.8976,0.999030,0.4667,1.424,0,-0.01411
0.030,0.6471,0.8891,0.998559,0.4667,1.424,0,-0.01411
0.040,0.6233,0.8842,0.998090,0.4667,1.424,0,-0.01411
0.050,0.6054,0.8813,0.997621,0.4667,1.424,0,-0.01411
0.060,0.5914,0.8797,0.997151,0.4667,1.424,0,-0.01411
0.070,0.5801,0.8790,0.996680,0.4667,1.424,0,-0.01411
0.080,0.5707,0.8789,0.996207,0.4667,1.424,0,-0.01411
0.090,0.5629,0.8793,0.995732,0.4667,1.424,0,-0.01411
0.100,0.5562,0.8800,0.995255,0.4667,1.424,0,-0.01411
0.200,0.5235,0.8979,0.990341,0.4667,1.424,0,-0.01411
0.300,0.5181,0.9241,0.985129,0.4667,1.424,0,-0.01411
0.400,0.5244,0.9541,0.979585,0.4667,1.424,0,-0.01411
0.500,0.5383,0.9869,0.973682,0.4667,1.424,0,-0.01411
0.600,0.5579,1.0220,0.967401,0.4667,1.424,0,-0.01411
0.700,0.5826,1.0591,0.960723,0.4667,1.424,0,-0.01411
0.800,0.6120,1.0980,0.953636,0.4667,1.424,0,-0.01411
0.900,0.6461,1.1384,0.946132,0.4667,1.424,0,-0.01411
1.000,0.6851,1.1802,0.938204,0.4667,1.424,0,-0.01411
1.250,0.8054,1.2901,0.916535,0.4667,1.424,0,-0.01411
1.500,0.9628,1.4056,0.892301,0.4667,1.424,0,-0.01411
1.750,1.1650,1.5248,0.865701,0.4667,1.424,0,-0.01411
2.000,1.4214,1.6458,0.837029,0.4667,1.424,0,-0.01411
2.250,1.7435,1.7669,0.806650,0.4667,1.424,0,-0.01411
2.500,2.1441,1.8867,0.774973,0.4667,1.424,0,-0.01411
2.750,2.6377,2.0039,0.742423,0.4667,1.424,0,-0.01411
3.000,3.2402,2.1174,0.709419,0.4667,1.424,0,-0.01411
3.250,3.9679,2.2262,0.676355,0.4667,1.424,0,-0.01411
3.500,4.8378,2.3297,0.643587,0.4667,1.424,0,-0.01411
3.750,5.8665,2.4274,0.611417,0.4667,1.424,0,-0.01411
4.000,7.0703,2.5190,0.580092,0.4667,1.424,0,-0.01411
4.250,8.4647,2.6043,0.549800,0.4667,1.424,0,-0.01411
4.500,10.0648,2.6835,0.520667,0.4667,1.424,0,-0.01411
4.750,11.8861,2.7568,0.492764,0.4667,1.424,0,-0.01411
5.000,13.9461,2.8248,0.466107,0.4667,1.424,0,-0.01411
5.250,16.2662,2.8881,0.440665,0.4667,1.424,0,-0.01411
5.445,18.2746,2.9348,0.421618,0.4667,1.424,0,-0.01411
5.500,18.8753,2.9476,0.416365,0.4667,1.424,0,-0.01411
5.672,20.8589,2.9870,0.400254,0.4667,1.424,0,-0.01411
,,,,,,,
CoI2,Y,Unnamed: 2,a,,,,
0.001,0.8872,0.9616,0.999948,0.5162,1.737,0,-0.00166
0.002,0.8486,0.9482,0.999898,0.5162,1.737,0,-0.00166
0.003,0.8216,0.9388,0.999848,0.5162,1.737,0,-0.00166
0.004,0.8006,0.9315,0.999799,0.5162,1.737,0,-0.00166
0.005,0.7832,0.9255,0.999750,0.5162,1.737,0,-0.00166
0.006,0.7684,0.9204,0.999702,0.5162,1.737,0,-0.00166
0.007,0.7554,0.9160,0.999654,0.5162,1.737,0,-0.00166
0.008,0.7439,0.9121,0.999606,0.5162,1.737,0,-0.00166
0.009,0.7335,0.9087,0.999559,0.5162,1.737,0,-0.00166
0.010,0.7242,0.9056,0.999511,0.5162,1.737,0,-0.00166
0.020,0.6608,0.8863,0.999042,0.5162,1.737,0,-0.00166
0.030,0.6242,0.8774,0.998576,0.5162,1.737,0,-0.00166
0.040,0.5998,0.8734,0.998114,0.5162,1.737,0,-0.00166
0.050,0.5823,0.8722,0.997646,0.5162,1.737,0,-0.00166
0.060,0.5691,0.8726,0.997174,0.5162,1.737,0,-0.00166
0.070,0.5590,0.8743,0.996698,0.5162,1.737,0,-0.00166
0.080,0.5512,0.8767,0.996217,0.5162,1.737,0,-0.00166
0.090,0.5450,0.8797,0.995730,0.5162,1.737,0,-0.00166
0.100,0.5401,0.8822,0.995238,0.5162,1.737,0,-0.00166
0.200,0.5273,0.9272,0.990028,0.5162,1.737,0,-0.00166
0.300,0.5410,0.9737,0.984337,0.5162,1.737,0,-0.00166
0.400,0.5652,1.0188,0.976215,0.5162,1.737,0,-0.00166
0.500,0.5962,1.0632,0.971679,0.5162,1.737,0,-0.00166
0.600,0.6330,1.1076,0.964721,0.5162,1.737,0,-0.00166
0.700,0.6756,1.1528,0.957323,0.5162,1.737,0,-0.00166
0.800,0.7247,1.1995,0.949450,0.5162,1.737,0,-0.00166
0.900,0.7810,1.2480,0.941101,0.5162,1.737,0,-0.00166
1.000,0.8453,1.2905,0.932227,0.5162,1.737,0,-0.00166
1.250,1.0497,1.4341,0.907660,0.5162,1.737,0,-0.00166
1.500,1.3353,1.5826,0.879588,0.5162,1.737,0,-0.00166
1.750,1.7334,1.7419,0.848102,0.5162,1.737,0,-0.00166
2.000,2.2872,1.9092,0.813530,0.5162,1.737,0,-0.00166
2.250,3.0536,2.0812,0.776401,0.5162,1.737,0,-0.00166
2.500,4.1071,2.2547,0.737381,0.5162,1.737,0,-0.00166
2.750,5.5415,2.4266,0.697215,0.5162,1.737,0,-0.00166
3.000,7.4709,2.5940,0.656660,0.5162,1.737,0,-0.00166
3.250,10.0269,2.7543,0.616441,0.5162,1.737,0,-0.00166
3.500,13.3535,2.9092,0.577207,0.5162,1.737,0,-0.00166
3.750,17.5953,3.0448,0.539509,0.5162,1.737,0,-0.00166
4.000,22.8813,3.1714,0.503784,0.5162,1.737,0,-0.00166
4.250,29.3046,3.2837,0.470358,0.5162,1.737,0,-0.00166
4.500,36.8904,3.3808,0.439445,0.5162,1.737,0,-0.00166
4.750,45.6198,3.4620,0.411164,0.5162,1.737,0,-0.00166
5.000,55.3261,3.5269,0.385553,0.5162,1.737,0,-0.00166
5.250,65.7807,3.5755,0.362581,0.5162,1.737,0,-0.00166
5.500,76.5789,3.6079,0.342168,0.5162,1.737,0,-0.00166
5.750,87.5747,3.6246,0.324193,0.5162,1.737,0,-0.00166
6.000,98.1179,3.6285,0.308510,0.5162,1.737,0,-0.00166
6.250,107.8979,3.6145,0.294951,0.5162,1.737,0,-0.00166
6.500,116.5874,3.5899,0.283335,0.5162,1.737,0,-0.00166
6.750,123.9578,3.5541,0.273469,0.5162,1.737,0,-0.00166
7.000,129.9023,3.5088,0.265148,0.5162,1.737,0,-0.00166
7.250,134.4436,3.4560,0.258154,0.5162,1.737,0,-0.00166
7.500,137.7281,3.3979,0.252253,0.5162,1.737,0,-0.00166
7.750,140.0092,3.3367,0.247191,0.5162,1.737,0,-0.00166
8.000,141.6273,3.2750,0.242604,0.5162,1.737,0,-0.00166
8.250,142.9896,3.2154,0.238423,0.5162,1.737,0,-0.00166
8.500,144.5589,3.1611,0.234063,0.5162,1.737,0,-0.00166
8.750,146.8532,3.1148,0.229231,0.5162,1.737,0,-0.00166
9.000,150.4643,3.0801,0.223533,0.5162,1.737,0,-0.00166
9.250,156.0999,3.0602,0.216565,0.5162,1.737,0,-0.00166
9.500,164.6606,3.0587,0.207953,0.5162,1.737,0,-0.00166
9.750,177.3711,3.0793,0.197372,0.5162,1.737,0,-0.00166
10.000,196.0000,3.1260,0.184610,0.5162,1.737,0,-0.00166
10.100,205.6676,3.1529,0.178878,0.5162,1.737,0,-0.00166
,,,,,,,
CoNO32,Y,Ø,a W,,,,
0.001,0.8883,0.9622,0.999948,0.3103,1.673,0,-0.00736
0.002,0.8504,0.9491,0.999897,0.3103,1.673,0,-0.00736
0.003,0.8240,0.9400,0.999848,0.3103,1.673,0,-0.00736
0.004,0.8034,0.9329,0.999798,0.3103,1.673,0,-0.00736
0.005,0.7863,0.9270,0.999750,0.3103,1.673,0,-0.00736
0.006,0.7715,0.9220,0.999701,0.3103,1.673,0,-0.00736
0.007,0.7588,0.9176,0.999653,0.3103,1.673,0,-0.00736
0.008,0.7474,0.9137,0.999605,0.3103,1.673,0,-0.00736
0.009,0.7371,0.9102,0.999557,0.3103,1.673,0,-0.00736
0.010,0.7277,0.9070,0.999510,0.3103,1.673,0,-0.00736
0.020,0.6631,0.8863,0.999043,0.3103,1.673,0,-0.00736
0.030,0.6241,0.8739,0.998584,0.3103,1.673,0,-0.00736
0.040,0.5960,0.8763,0.998129,0.3103,1.673,0,-0.00736
0.050,0.5758,0.8611,0.997676,0.3103,1.673,0,-0.00736
0.060,0.5591,0.8575,0.997223,0.3103,1.673,0,-0.00736
0.070,0.5455,0.8550,0.996771,0.3103,1.673,0,-0.00736
0.080,0.5341,0.8532,0.996318,0.3103,1.673,0,-0.00736
0.090,0.5243,0.8521,0.995864,0.3103,1.673,0,-0.00736
0.100,0.5158,0.8515,0.995409,0.3103,1.673,0,-0.00736
0.200,0.4690,0.8583,0.990706,0.3103,1.673,0,-0.00736
0.300,0.4515,0.8747,0.985918,0.3103,1.673,0,-0.00736
0.400,0.4454,0.8946,0.980847,0.3103,1.673,0,-0.00736
0.500,0.4456,0.9162,0.975546,0.3103,1.673,0,-0.00736
0.600,0.4499,0.9389,0.970011,0.3103,1.673,0,-0.00736
0.700,0.4571,0.9625,0.964241,0.3103,1.673,0,-0.00736
0.800,0.4667,0.9868,0.958232,0.3103,1.673,0,-0.00736
0.900,0.4784,1.0116,0.941984,0.3103,1.673,0,-0.00736
1.000,0.4919,1.0370,0.945496,0.3103,1.673,0,-0.00736
1.250,0.5333,1.1024,0.928227,0.3103,1.673,0,-0.00736
1.500,0.5850,1.1704,0.909475,0.3103,1.673,0,-0.00736
1.750,0.6477,1.2407,0.89281,0.3103,1.673,0,-0.00736
2.000,0.7222,1.3127,0.867711,0.3103,1.673,0,-0.00736
2.250,0.8100,1.3864,0.844855,0.3103,1.673,0,-0.00736
2.500,0.8128,1.4613,0.820828,0.3103,1.673,0,-0.00736
2.750,1.0320,1.5371,0.795763,0.3103,1.673,0,-0.00736
3.000,1.1717,1.6135,0.769810,0.3103,1.673,0,-0.00736
3.250,1.2328,1.6902,0.743134,0.3103,1.673,0,-0.00736
3.500,1.5187,1.7668,0.715908,0.3103,1.673,0,-0.00736
3.750,1.7324,1.8429,0.688311,0.3103,1.673,0,-0.00736
4.000,1.7773,1.9184,0.660525,0.3103,1.673,0,-0.00736
4.250,2.2565,1.9927,0.632730,0.3103,1.673,0,-0.00736
4.500,2.5745,2.0656,0.605101,0.3103,1.673,0,-0.00736
4.750,2.9337,2.1260,0.577806,0.3103,1.673,0,-0.00736
5.000,3.3377,2.2056,0.551002,0.3103,1.673,0,-0.00736
5.250,3.7893,2.2720,0.524834,0.3103,1.673,0,-0.00736
5.500,4.2907,2.3357,0.499432,0.3103,1.673,0,-0.00736
5.620,4.5495,2.3651,0.487547,0.3103,1.673,0,-0.00736
5.750,4.8433,2.3901,0.474914,0.3103,1.673,0,-0.00736
5.790,4.9365,2.4054,0.471080,0.3103,1.673,0,-0.00736
,,,,,,,
CoNH35ClCl2,Y,Ø,Unnamed: 3,,,,
0.001,0.8897,0.9629,0.999948,,,,
0.002,0.8529,0.9505,0.999897,,,,
0.003,0.8274,0.9419,0.999847,,,,
0.004,0.8076,0.9353,0.999798,,,,
0.005,0.7912,0.9299,0.999749,,,,
0.006,0.7772,0.9253,0.999700,,,,
0.007,0.7651,0.9213,0.999652,,,,
0.008,0.7578,0.9190,0.999620,,,,
,,,,,,,
CoClO42,Y,Ø,a,,,,
0.001,0.8913,0.9628,0.999948,,,,
0.002,0.8558,0.9521,0.999897,,,,
0.003,0.8315,0.9443,0.999847,,,,
0.004,0.8127,0.9363,0.999797,,,,
0.005,0.7973,0.9335,0.999746,,,,
0.006,0.7843,0.9295,0.999701,,,,
0.007,0.7729,0.9261,0.999650,,,,
0.008,0.7629,0.9231,0.999601,,,,
0.009,0.7530,0.9205,0.999552,,,,
0.010,0.7458,0.9182,0.999504,,,,
0.020,0.6914,0.9042,0.999023,,,,
0.030,0.6602,0.8961,0.998545,,,,
0.040,0.6391,0.8894,0.998066,,,,
0.050,0.6238,0.8846,0.997585,,,,
0.060,0.6122,0.8800,0.997102,,,,
0.070,0.6031,0.8762,0.996615,,,,
0.080,0.5959,0.8739,0.996125,,,,
0.090,0.5901,0.8720,0.995631,,,,
0.100,0.5858,0.8706,0.995134,,,,
0.200,0.5719,0.8688,0.989925,,,,
0.300,0.5655,0.8685,0.984264,,,,
0.400,0.5637,0.8723,0.978123,,,,
0.500,0.5637,1.0252,0.971460,,,,
0.600,0.5638,1.1726,0.964123,,,,
0.700,0.5774,1.2265,0.956110,,,,
0.800,0.6101,1.2825,0.943524,,,,
0.900,0.6627,1.2825,0.930125,,,,
1.000,0.7563,1.3403,0.910125,,,,
1.250,1.2336,1.4924,0.870994,,,,
1.500,1.6094,1.6544,0.834684,,,,
1.750,2.1386,1.8251,0.782456,,,,
2.000,2.8863,2.0032,0.720749,,,,
